City,Date,Card Type,Exp Type,Gender,Amount,description
"Greater Mumbai, India",2015-03-10,Signature,Bills,F,275427,"Spent on Bills using Signature in Greater Mumbai, India"
"Delhi, India",2013-12-22,Silver,Bills,F,722048,"Spent on Bills using Silver in Delhi, India"
"Delhi, India",2015-02-14,Silver,Bills,F,292365,"Spent on Bills using Silver in Delhi, India"
"Ahmedabad, India",2015-01-30,Silver,Bills,F,400393,"Spent on Bills using Silver in Ahmedabad, India"
"Greater Mumbai, India",2014-04-01,Platinum,Bills,F,219720,"Spent on Bills using Platinum in Greater Mumbai, India"
"Delhi, India",2015-02-15,Signature,Bills,F,981404,"Spent on Bills using Signature in Delhi, India"
"Bengaluru, India",2014-11-24,Signature,Bills,F,639670,"Spent on Bills using Signature in Bengaluru, India"
"Bengaluru, India",2014-08-07,Gold,Bills,F,814333,"Spent on Bills using Gold in Bengaluru, India"
"Ahmedabad, India",2013-10-17,Gold,Bills,F,569582,"Spent on Bills using Gold in Ahmedabad, India"
"Ahmedabad, India",2014-05-25,Gold,Bills,F,954111,"Spent on Bills using Gold in Ahmedabad, India"
"Ahmedabad, India",2014-05-16,Gold,Bills,F,635267,"Spent on Bills using Gold in Ahmedabad, India"
"Delhi, India",2013-10-11,Gold,Bills,F,393651,"Spent on Bills using Gold in Delhi, India"
"Ahmedabad, India",2014-06-02,Platinum,Bills,F,572306,"Spent on Bills using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-08-06,Silver,Bills,F,407647,"Spent on Bills using Silver in Ahmedabad, India"
"Greater Mumbai, India",2015-01-26,Gold,Bills,F,734396,"Spent on Bills using Gold in Greater Mumbai, India"
"Delhi, India",2015-03-02,Platinum,Bills,F,224414,"Spent on Bills using Platinum in Delhi, India"
"Ahmedabad, India",2014-09-10,Signature,Bills,F,203194,"Spent on Bills using Signature in Ahmedabad, India"
"Greater Mumbai, India",2015-01-22,Gold,Bills,F,250410,"Spent on Bills using Gold in Greater Mumbai, India"
"Delhi, India",2015-04-04,Silver,Bills,F,830697,"Spent on Bills using Silver in Delhi, India"
"Greater Mumbai, India",2014-05-16,Platinum,Bills,F,790800,"Spent on Bills using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2014-02-22,Silver,Bills,F,638570,"Spent on Bills using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-08-13,Silver,Bills,F,380409,"Spent on Bills using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-04-01,Gold,Bills,F,601631,"Spent on Bills using Gold in Greater Mumbai, India"
"Ahmedabad, India",2014-01-08,Gold,Bills,F,690534,"Spent on Bills using Gold in Ahmedabad, India"
"Ahmedabad, India",2015-03-05,Silver,Bills,F,423661,"Spent on Bills using Silver in Ahmedabad, India"
"Greater Mumbai, India",2014-12-08,Silver,Bills,F,936294,"Spent on Bills using Silver in Greater Mumbai, India"
"Bengaluru, India",2014-11-29,Platinum,Bills,F,537050,"Spent on Bills using Platinum in Bengaluru, India"
"Delhi, India",2015-03-08,Silver,Bills,F,899343,"Spent on Bills using Silver in Delhi, India"
"Greater Mumbai, India",2013-11-25,Platinum,Bills,F,834691,"Spent on Bills using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2015-04-13,Silver,Bills,F,240216,"Spent on Bills using Silver in Ahmedabad, India"
"Greater Mumbai, India",2014-04-15,Signature,Bills,F,424370,"Spent on Bills using Signature in Greater Mumbai, India"
"Delhi, India",2015-02-13,Silver,Bills,F,593991,"Spent on Bills using Silver in Delhi, India"
"Greater Mumbai, India",2014-10-02,Signature,Bills,F,768467,"Spent on Bills using Signature in Greater Mumbai, India"
"Delhi, India",2015-02-07,Gold,Bills,F,781959,"Spent on Bills using Gold in Delhi, India"
"Bengaluru, India",2014-12-27,Platinum,Bills,F,553907,"Spent on Bills using Platinum in Bengaluru, India"
"Bengaluru, India",2014-08-04,Platinum,Bills,F,308622,"Spent on Bills using Platinum in Bengaluru, India"
"Greater Mumbai, India",2015-05-05,Signature,Bills,F,912334,"Spent on Bills using Signature in Greater Mumbai, India"
"Delhi, India",2015-01-28,Silver,Bills,F,586474,"Spent on Bills using Silver in Delhi, India"
"Delhi, India",2014-04-06,Gold,Bills,F,521237,"Spent on Bills using Gold in Delhi, India"
"Delhi, India",2013-10-30,Signature,Bills,F,446266,"Spent on Bills using Signature in Delhi, India"
"Greater Mumbai, India",2014-09-30,Platinum,Bills,F,511168,"Spent on Bills using Platinum in Greater Mumbai, India"
"Bengaluru, India",2013-12-28,Signature,Bills,F,608438,"Spent on Bills using Signature in Bengaluru, India"
"Delhi, India",2014-10-18,Gold,Bills,F,973519,"Spent on Bills using Gold in Delhi, India"
"Delhi, India",2014-11-28,Platinum,Bills,F,688577,"Spent on Bills using Platinum in Delhi, India"
"Bengaluru, India",2014-05-12,Silver,Bills,F,686619,"Spent on Bills using Silver in Bengaluru, India"
"Greater Mumbai, India",2014-11-06,Signature,Bills,F,255982,"Spent on Bills using Signature in Greater Mumbai, India"
"Greater Mumbai, India",2014-03-02,Signature,Bills,F,464656,"Spent on Bills using Signature in Greater Mumbai, India"
"Delhi, India",2015-04-19,Signature,Bills,F,212319,"Spent on Bills using Signature in Delhi, India"
"Greater Mumbai, India",2015-04-18,Platinum,Bills,F,307563,"Spent on Bills using Platinum in Greater Mumbai, India"
"Delhi, India",2015-04-15,Silver,Bills,F,407564,"Spent on Bills using Silver in Delhi, India"
"Bengaluru, India",2014-10-12,Signature,Bills,F,331349,"Spent on Bills using Signature in Bengaluru, India"
"Delhi, India",2015-04-14,Silver,Bills,F,391325,"Spent on Bills using Silver in Delhi, India"
"Ahmedabad, India",2014-10-07,Silver,Bills,F,530244,"Spent on Bills using Silver in Ahmedabad, India"
"Greater Mumbai, India",2014-04-16,Signature,Bills,F,668736,"Spent on Bills using Signature in Greater Mumbai, India"
"Bengaluru, India",2014-12-03,Gold,Bills,F,517448,"Spent on Bills using Gold in Bengaluru, India"
"Ahmedabad, India",2014-08-03,Platinum,Bills,F,788531,"Spent on Bills using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-03-17,Gold,Bills,F,474729,"Spent on Bills using Gold in Ahmedabad, India"
"Bengaluru, India",2015-01-16,Platinum,Bills,F,590841,"Spent on Bills using Platinum in Bengaluru, India"
"Greater Mumbai, India",2014-01-05,Platinum,Bills,F,608427,"Spent on Bills using Platinum in Greater Mumbai, India"
"Delhi, India",2015-05-02,Silver,Bills,F,719835,"Spent on Bills using Silver in Delhi, India"
"Delhi, India",2013-12-30,Signature,Bills,F,375139,"Spent on Bills using Signature in Delhi, India"
"Bengaluru, India",2014-05-19,Platinum,Bills,F,229589,"Spent on Bills using Platinum in Bengaluru, India"
"Bengaluru, India",2014-07-05,Signature,Bills,F,376453,"Spent on Bills using Signature in Bengaluru, India"
"Delhi, India",2013-10-10,Signature,Bills,F,360009,"Spent on Bills using Signature in Delhi, India"
"Ahmedabad, India",2014-08-03,Signature,Bills,F,770346,"Spent on Bills using Signature in Ahmedabad, India"
"Greater Mumbai, India",2015-05-23,Signature,Bills,F,489043,"Spent on Bills using Signature in Greater Mumbai, India"
"Bengaluru, India",2014-11-11,Platinum,Bills,F,503037,"Spent on Bills using Platinum in Bengaluru, India"
"Greater Mumbai, India",2014-01-11,Platinum,Bills,F,731261,"Spent on Bills using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2014-02-14,Signature,Bills,F,262755,"Spent on Bills using Signature in Ahmedabad, India"
"Greater Mumbai, India",2014-07-16,Gold,Bills,F,825475,"Spent on Bills using Gold in Greater Mumbai, India"
"Greater Mumbai, India",2014-02-24,Platinum,Bills,F,922630,"Spent on Bills using Platinum in Greater Mumbai, India"
"Delhi, India",2014-09-25,Gold,Bills,F,752172,"Spent on Bills using Gold in Delhi, India"
"Ahmedabad, India",2014-06-11,Gold,Bills,F,418009,"Spent on Bills using Gold in Ahmedabad, India"
"Delhi, India",2014-06-07,Signature,Bills,F,994537,"Spent on Bills using Signature in Delhi, India"
"Greater Mumbai, India",2014-08-02,Silver,Bills,F,922206,"Spent on Bills using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-05-21,Signature,Bills,F,389097,"Spent on Bills using Signature in Greater Mumbai, India"
"Bengaluru, India",2015-04-04,Signature,Bills,F,880778,"Spent on Bills using Signature in Bengaluru, India"
"Greater Mumbai, India",2015-03-03,Gold,Bills,F,327971,"Spent on Bills using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-03-02,Signature,Bills,F,689201,"Spent on Bills using Signature in Bengaluru, India"
"Bengaluru, India",2015-05-17,Silver,Bills,F,792440,"Spent on Bills using Silver in Bengaluru, India"
"Bengaluru, India",2015-03-17,Signature,Bills,F,602222,"Spent on Bills using Signature in Bengaluru, India"
"Ahmedabad, India",2014-09-03,Platinum,Bills,F,502399,"Spent on Bills using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-03-17,Silver,Bills,F,272804,"Spent on Bills using Silver in Ahmedabad, India"
"Bengaluru, India",2014-06-06,Platinum,Bills,F,613280,"Spent on Bills using Platinum in Bengaluru, India"
"Delhi, India",2014-10-17,Signature,Bills,F,876491,"Spent on Bills using Signature in Delhi, India"
"Bengaluru, India",2014-02-25,Silver,Bills,F,820217,"Spent on Bills using Silver in Bengaluru, India"
"Greater Mumbai, India",2014-09-06,Signature,Bills,F,994184,"Spent on Bills using Signature in Greater Mumbai, India"
"Ahmedabad, India",2013-12-07,Platinum,Bills,F,515263,"Spent on Bills using Platinum in Ahmedabad, India"
"Ahmedabad, India",2014-08-28,Signature,Bills,F,338527,"Spent on Bills using Signature in Ahmedabad, India"
"Ahmedabad, India",2014-06-16,Silver,Bills,F,934683,"Spent on Bills using Silver in Ahmedabad, India"
"Ahmedabad, India",2014-07-07,Signature,Bills,F,454570,"Spent on Bills using Signature in Ahmedabad, India"
"Greater Mumbai, India",2015-01-28,Gold,Bills,F,654519,"Spent on Bills using Gold in Greater Mumbai, India"
"Ahmedabad, India",2014-06-12,Gold,Bills,F,958047,"Spent on Bills using Gold in Ahmedabad, India"
"Bengaluru, India",2013-11-03,Silver,Bills,F,465281,"Spent on Bills using Silver in Bengaluru, India"
"Ahmedabad, India",2013-12-31,Signature,Bills,F,653161,"Spent on Bills using Signature in Ahmedabad, India"
"Ahmedabad, India",2014-04-14,Gold,Bills,F,307350,"Spent on Bills using Gold in Ahmedabad, India"
"Greater Mumbai, India",2014-08-27,Silver,Bills,F,41002,"Spent on Bills using Silver in Greater Mumbai, India"
"Bengaluru, India",2014-01-03,Silver,Bills,F,34743,"Spent on Bills using Silver in Bengaluru, India"
"Bengaluru, India",2014-09-26,Signature,Bills,F,195589,"Spent on Bills using Signature in Bengaluru, India"
"Bengaluru, India",2014-03-10,Signature,Bills,F,204735,"Spent on Bills using Signature in Bengaluru, India"
"Ahmedabad, India",2014-05-14,Signature,Bills,F,118112,"Spent on Bills using Signature in Ahmedabad, India"
"Greater Mumbai, India",2013-12-12,Platinum,Bills,F,61572,"Spent on Bills using Platinum in Greater Mumbai, India"
"Delhi, India",2015-02-25,Gold,Bills,F,274938,"Spent on Bills using Gold in Delhi, India"
"Greater Mumbai, India",2014-02-21,Signature,Bills,F,43854,"Spent on Bills using Signature in Greater Mumbai, India"
"Delhi, India",2014-04-27,Gold,Bills,F,8798,"Spent on Bills using Gold in Delhi, India"
"Greater Mumbai, India",2015-05-08,Gold,Bills,F,192241,"Spent on Bills using Gold in Greater Mumbai, India"
"Bengaluru, India",2014-04-10,Silver,Bills,F,128164,"Spent on Bills using Silver in Bengaluru, India"
"Delhi, India",2014-04-28,Signature,Bills,F,249061,"Spent on Bills using Signature in Delhi, India"
"Greater Mumbai, India",2014-01-29,Gold,Bills,F,275283,"Spent on Bills using Gold in Greater Mumbai, India"
"Greater Mumbai, India",2014-01-03,Platinum,Bills,F,172194,"Spent on Bills using Platinum in Greater Mumbai, India"
"Ahmedabad, India",2015-05-13,Gold,Bills,F,13162,"Spent on Bills using Gold in Ahmedabad, India"
"Bengaluru, India",2015-02-05,Platinum,Bills,F,3427,"Spent on Bills using Platinum in Bengaluru, India"
"Bengaluru, India",2015-01-07,Gold,Bills,F,171374,"Spent on Bills using Gold in Bengaluru, India"
"Delhi, India",2015-02-19,Signature,Bills,F,286251,"Spent on Bills using Signature in Delhi, India"
"Ahmedabad, India",2014-10-19,Platinum,Bills,F,123417,"Spent on Bills using Platinum in Ahmedabad, India"
"Delhi, India",2013-12-03,Silver,Bills,F,81088,"Spent on Bills using Silver in Delhi, India"
"Ahmedabad, India",2014-10-26,Signature,Bills,F,64113,"Spent on Bills using Signature in Ahmedabad, India"
"Bengaluru, India",2014-03-27,Platinum,Bills,F,54374,"Spent on Bills using Platinum in Bengaluru, India"
"Ahmedabad, India",2015-03-18,Signature,Bills,F,175515,"Spent on Bills using Signature in Ahmedabad, India"
"Delhi, India",2013-11-25,Gold,Bills,F,78773,"Spent on Bills using Gold in Delhi, India"
"Bengaluru, India",2014-06-25,Signature,Bills,F,143515,"Spent on Bills using Signature in Bengaluru, India"
"Delhi, India",2014-11-22,Silver,Bills,F,263613,"Spent on Bills using Silver in Delhi, India"
"Greater Mumbai, India",2015-04-22,Platinum,Bills,F,265434,"Spent on Bills using Platinum in Greater Mumbai, India"
"Delhi, India",2014-06-03,Signature,Bills,F,87839,"Spent on Bills using Signature in Delhi, India"
"Delhi, India",2014-06-16,Signature,Bills,F,60905,"Spent on Bills using Signature in Delhi, India"
"Delhi, India",2015-04-09,Platinum,Bills,F,199726,"Spent on Bills using Platinum in Delhi, India"
"Delhi, India",2015-01-20,Silver,Bills,F,267896,"Spent on Bills using Silver in Delhi, India"
"Ahmedabad, India",2013-12-31,Gold,Bills,F,198937,"Spent on Bills using Gold in Ahmedabad, India"
"Greater Mumbai, India",2014-10-02,Gold,Bills,F,90745,"Spent on Bills using Gold in Greater Mumbai, India"
"Greater Mumbai, India",2014-07-24,Silver,Bills,F,86676,"Spent on Bills using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2015-05-08,Platinum,Bills,F,163574,"Spent on Bills using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2015-04-27,Signature,Bills,F,2138,"Spent on Bills using Signature in Greater Mumbai, India"
"Bengaluru, India",2014-06-11,Silver,Bills,F,253749,"Spent on Bills using Silver in Bengaluru, India"
"Delhi, India",2014-06-06,Platinum,Bills,F,60187,"Spent on Bills using Platinum in Delhi, India"
"Bengaluru, India",2015-03-03,Platinum,Bills,F,15566,"Spent on Bills using Platinum in Bengaluru, India"
"Greater Mumbai, India",2014-07-11,Signature,Bills,F,242144,"Spent on Bills using Signature in Greater Mumbai, India"
"Delhi, India",2014-03-17,Platinum,Bills,F,114049,"Spent on Bills using Platinum in Delhi, India"
"Bengaluru, India",2014-03-17,Gold,Bills,F,100992,"Spent on Bills using Gold in Bengaluru, India"
"Delhi, India",2014-03-03,Silver,Bills,F,173017,"Spent on Bills using Silver in Delhi, India"
"Greater Mumbai, India",2014-06-07,Gold,Bills,F,279567,"Spent on Bills using Gold in Greater Mumbai, India"
"Delhi, India",2013-12-28,Signature,Bills,F,25016,"Spent on Bills using Signature in Delhi, India"
"Delhi, India",2013-11-11,Silver,Bills,F,157982,"Spent on Bills using Silver in Delhi, India"
"Bengaluru, India",2014-05-17,Signature,Bills,F,240387,"Spent on Bills using Signature in Bengaluru, India"
"Delhi, India",2014-08-31,Platinum,Bills,F,134030,"Spent on Bills using Platinum in Delhi, India"
"Bengaluru, India",2015-01-26,Gold,Bills,F,108651,"Spent on Bills using Gold in Bengaluru, India"
"Delhi, India",2014-01-17,Gold,Bills,F,138617,"Spent on Bills using Gold in Delhi, India"
"Bengaluru, India",2014-01-27,Signature,Bills,F,98963,"Spent on Bills using Signature in Bengaluru, India"
"Delhi, India",2013-12-24,Silver,Bills,F,25486,"Spent on Bills using Silver in Delhi, India"
"Delhi, India",2015-03-03,Gold,Bills,F,231140,"Spent on Bills using Gold in Delhi, India"
"Ahmedabad, India",2013-10-22,Gold,Bills,F,20032,"Spent on Bills using Gold in Ahmedabad, India"
"Greater Mumbai, India",2015-01-14,Gold,Bills,F,293938,"Spent on Bills using Gold in Greater Mumbai, India"
"Delhi, India",2014-01-11,Silver,Bills,F,88175,"Spent on Bills using Silver in Delhi, India"
"Ahmedabad, India",2015-02-07,Platinum,Bills,F,105297,"Spent on Bills using Platinum in Ahmedabad, India"
"Delhi, India",2013-10-08,Platinum,Bills,F,129169,"Spent on Bills using Platinum in Delhi, India"
"Greater Mumbai, India",2014-08-14,Signature,Bills,F,172386,"Spent on Bills using Signature in Greater Mumbai, India"
"Greater Mumbai, India",2015-05-09,Platinum,Bills,F,46369,"Spent on Bills using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2014-04-02,Silver,Bills,F,158636,"Spent on Bills using Silver in Greater Mumbai, India"
"Delhi, India",2014-11-26,Signature,Bills,F,87219,"Spent on Bills using Signature in Delhi, India"
"Delhi, India",2014-11-16,Gold,Bills,F,183445,"Spent on Bills using Gold in Delhi, India"
"Bengaluru, India",2014-06-27,Silver,Bills,F,147977,"Spent on Bills using Silver in Bengaluru, India"
"Ahmedabad, India",2014-11-19,Platinum,Bills,F,243279,"Spent on Bills using Platinum in Ahmedabad, India"
"Bengaluru, India",2014-04-04,Platinum,Bills,F,243950,"Spent on Bills using Platinum in Bengaluru, India"
"Delhi, India",2015-04-14,Silver,Bills,F,32548,"Spent on Bills using Silver in Delhi, India"
"Delhi, India",2013-12-09,Platinum,Bills,F,118126,"Spent on Bills using Platinum in Delhi, India"
"Greater Mumbai, India",2013-11-30,Platinum,Bills,F,13325,"Spent on Bills using Platinum in Greater Mumbai, India"
"Greater Mumbai, India",2014-02-16,Gold,Bills,F,295055,"Spent on Bills using Gold in Greater Mumbai, India"
"Greater Mumbai, India",2015-01-12,Platinum,Bills,F,64764,"Spent on Bills using Platinum in Greater Mumbai, India"
"Bengaluru, India",2014-02-03,Platinum,Bills,F,174520,"Spent on Bills using Platinum in Bengaluru, India"
"Delhi, India",2013-11-05,Signature,Bills,F,72763,"Spent on Bills using Signature in Delhi, India"
"Greater Mumbai, India",2014-09-27,Signature,Bills,F,269809,"Spent on Bills using Signature in Greater Mumbai, India"
"Delhi, India",2014-06-29,Silver,Bills,F,81145,"Spent on Bills using Silver in Delhi, India"
"Ahmedabad, India",2014-07-13,Silver,Bills,F,25948,"Spent on Bills using Silver in Ahmedabad, India"
"Greater Mumbai, India",2015-01-23,Silver,Bills,F,120188,"Spent on Bills using Silver in Greater Mumbai, India"
"Greater Mumbai, India",2014-12-05,Signature,Bills,F,8259,"Spent on Bills using Signature in Greater Mumbai, India"
"Delhi, India",2014-04-15,Signature,Bills,F,285830,"Spent on Bills using Signature in Delhi, India"
